Repository,Description
KyleBanks/scene-ref-attribute,Unity C# attribute for serializing component and interface references within the scene or prefab during OnValidate.
sdcb/OpenVINO.NET,High quality .NET wrapper for OpenVINO™ toolkit.
JDDKCN/SMSBoomGUI,"此项目是给短信轰炸软件 ""SMSBoom"" 写的GUI界面，使用C#编写。"
ihm-tswow/Links-Awakening-DX-HD,Unaffiliated fork off https://linksawakeningdxhd.itch.io/links-awakening-dx-hd
Monitor221hz/Pandora-Behaviour-Engine-Plus,"Patcher for behavior, character, and skeleton project files for Skyrim Special Edition. "
persistent-security/SMShell,PoC for a SMS-based shell. Send commands and receive responses over SMS from mobile broadband capable computers
MichalStrehovsky/sizoscope,.NET tool to analyze size of Native AOT binaries.
Asterecho/ExcelGPT,chatgpt for Excel ，基于ExcelDNA开发
microsoft/semantic-kernel-starters,Starter Projects for Semantic Kernel
S1lkys/SharpKiller,Lifetime AMSI bypass by @ZeroMemoryEx ported to .NET Framework 4.8
mertdas/SharpTerminator,Terminate AV/EDR Processes using kernel driver
clinlx/CN_GreenLumaGUI,用WPF开发的GreenLuma的简单易用的中文图形界面
aiqinxuancai/DiscordProxyStart,实验项目，快速启动一个添加代理的Discord进程。Quickly launch a Discord process with an added proxy.
yclown/ql_jd_cookie,青龙面板京东cookie获取桌面版，支持一键发送到青龙面板，账号密码快速填入
data-goblin/powerbi-macguyver-toolbox,"Power BI report .pbip templates and patterns to create special visuals, address specific problems, and have adventures.."
SimonCropp/Polyfill,Source only package that exposes newer .net and C# features to older runtimes.
Open-Industry-Project/Open-Industry-Project,Free and Open-source warehouse/manufacturing development framework and simulator
lchmagKekse/TOTK-SaveGame-Editor,Savegame Editor for The Legend of Zelda: Tears of the Kingdom
LeagueTavern/fix-lcu-window,解决《英雄联盟》客户端异常窗口大小的问题。
DeSinc/SallyBot,AI Chatbot coded in Discord.net C#
WeakKnight/GDC23_PracticalMobileRendering,Demo for Practical High-Performance Rendering on Mobile Platforms (GDC 2023)
RadzPrower/Zelda-3-Launcher,"An all-purpose GUI tool to download, extract, compile, and launch Zelda 3 on PC."
fiso64/slsk-batchdl,A batch downloader for Soulseek
smartgrass/XCSkillEditor_Unity,"基于Flux扩展开发的UnityAct技能编辑器, ,集成Mirror支持局域网联机"
lingarr-translate/lingarr,"Lingarr is an application that supports both local and SaaS translation services to translate subtitle files into a specified target language. With automated translation options, Lingarr simplifies translating subtitles."
marmust/internet-scanner,see the internet as a physical network of web pages
tylerdotrar/SigmaPotato,SeImpersonate privilege escalation tool for Windows 8 - 11 and Windows Server 2012 - 2022 with extensive PowerShell and .NET reflection support.
Eptagone/Vite.AspNetCore,Small library to integrate Vite into ASP.NET projects
Cysharp/StructureOfArraysGenerator,Structure of arrays source generator to make CPU Cache and SIMD friendly data structure for high-performance code in .NET and Unity.
239573049/ChatGpt.Desktop,ChatGpt Dekstop support Android，IOS，Mac，Linux，Win，Web
jonowilliams26/StructuredMinimalApi,An example of a structured minimal api project
tigros/Whisperer,Batch speech to text using OpenAI's whisper.
StephenCleary/StructuredConcurrency,Structured concurrency support for C#
oculus-samples/Unity-Discover,"Discover is a showcase of the Meta Quest Mixed Reality APIs. This project demonstrate how to use Passthrough, Spatial Anchors, Scene API, Colocation and Shared Anchors."
ndepoel/FSR3Unity,"FSR 3.1 Upscaler integration for Unity built-in render pipeline, with support for DX11, Mac, Linux and consoles."
Azure-Samples/cosmosdb-chatgpt,Sample application that combines Azure Cosmos DB with Azure OpenAI ChatGPT service
hassanhabib/Standard.AI.OpenAI,Standard-Compliant .NET library for Open AI
david-reborn/2D-Platform-Controller,The Controller Follow the Celeste
Samsung-Loki/Thor,An alternative to Heimdall
NimbleSense/Susalem,加入带锅宫酱，来到苏州耶路撒冷的怀抱吧！
stayintarkov/StayInTarkov.Client,"An Escape From Tarkov BepInEx module designed to be used with the SPT-Aki with the ultimate goal of ""Offline"" Coop"
Okabintaro/SubmersedVR,A Subnautica VR mod aiming to bring full motion controler support and common VR mechanics to the game.
werdhaihai/AtlasReaper,A command-line tool for reconnaissance and targeted write operations on Confluence and Jira instances. 
microsoft/project-oagents,Experimental AI Agents Framework
sstainba/Yolov8.Net,A .net 6 implementation to use Yolov5 and Yolov8 models via the ONNX Runtime
Cysharp/PrivateProxy,Source Generator and .NET 8 UnsafeAccessor based high-performance strongly-typed private accessor for unit testing and runtime.
oculus-samples/Unity-Phanto,Phanto is a showcase of the Meta Quest Mixed Reality APIs. This project demonstrate how to use Meshes.
microsoft/CopilotAdventures,Copilot coding adventures
Cysharp/PrivateProxy,Source Generator and .NET 8 UnsafeAccessor based high-performance strongly-typed private accessor for unit testing and runtime.
oculus-samples/Unity-Phanto,Phanto is a showcase of the Meta Quest Mixed Reality APIs. This project demonstrate how to use Meshes.
microsoft/CopilotAdventures,Copilot coding adventures
noio/games.noio.planter,The plant simulation from Cloud Gardens as a Unity package for level design.
richlander/container-workshop,Documents fundamental .NET Container workflows
dobrado76/Stable-Diffusion-Unity-Integration,Stable-Diffusion-Unity-Integration
AvaloniaUI/Avalonia.Labs,Experimental Controls for Avalonia
slemire/WSPCoerce,PoC to coerce authentication from Windows hosts using MS-WSP
Drizin/InterpolatedSql,Sql Builder using Interpolated Strings
Jorixon/JASM,Just Another Skin Manager
UnityTechnologies/PaddleGameSO,A demo project to showcase design patterns and game architecture using ScriptableObjects
grzybeek/grzyClothTool,grzyClothTool is a free tool to create and manage GTA5 addon clothing packs
AbkarinoMHM/PS4SysconTools,PS4 Syscon Tools is a free solution that allow you to manipulate original PlayStation 4 Syscon chip (Renesas RL78/G13).
SlejmUr/PayCheck3,PayDay 3 Server Emulator Attempt
ccontinisio/zelda-botw-toon-shader,Toon shader for Unity.
xh321/LiteLoaderQQNT-PatcherNFixer,LiteLoader QQNT 全自动修补和修复工具
ryanries/ADReplStatus,AD Replication Status Tool
w4po/ExplorerTabUtility,Explorer Tab Utility: Force new windows to tabs. Streamline navigation!
Skierhou/UISystem,通用UGUI系统
SteveDunn/Intellenum,Intelligent Enums
GarrettGunnell/Pixel-Sorting,"A ""real time"" pixel sorter for Unity"
bodong1987/Avalonia.PropertyGrid,A property edit control in Avalonia like DevExpress's PropertyGridControl.
Uotan-Dev/UotanToolBox,柚坛搞机工具箱
OmenMon/OmenMon,"Monitor temperature, control fan speeds, backlight color and more using WMI BIOS and the Embedded Controller. Lightweight, runs in the background with minimal footprint. Has a command-line mode too. "
dr4k0nia/NixImports,"A .NET malware loader, using API-Hashing to evade static analysis"
GarrettGunnell/CS2-Smoke-Grenades,My recreation of CS2's responsive smoke grenades in Unity
whuanle/maomi,Maomi 框架是一个简单的、简洁的开发框架，除了框架本身提供的功能之外，Maomi 还作为一个易于阅读的开源项目，能够给开发者提供设计框架的思路和代码。
Azure-Samples/eShopOnAzure,A variant of https://github.com/dotnet/eShop that uses Azure services
PowerShell/AIShell,An interactive shell to work with AI-powered assistance providers
Fractural/GDTask,Async/await functionality in Godot ✅
GarrettGunnell/Shell-Texturing,Volumetric rendering of fur
OrgEleCho/CurvaLauncher,"Simple, light, and fast desktop launcher. 简单、轻量、快速的桌面启动器."
elsa-workflows/elsa-studio,"A modular, extensible dashboard application framework"
exploits-forsale/themebleed,"Proof-of-Concept for CVE-2023-38146 (""ThemeBleed"")"
rOzzy1987/MacroPad,Replacement configuration software for chinese macropad keyboards 
Elem8100/MapleNecrocer,MapleStory Client Emulator
lele8/SharpDBeaver,DBeaver数据库密码解密工具
Guillemsc/GTweensGodot,C# tweening library for Godot 4.x
BennyKok/unity-tailwindcss,Style Unity UIToolkit UI elements with Tailwind CSS syntax + Extra helper fonts and icons loading
guojin-yan/YoloDeployCsharp,"Deploying Yolov8-det, Yolov8-pose, Yolov8-cls, and Yolov8-seg models based on C # programming language."
CalamityTeam/CalamityModPublic,Public mirror of the latest official release of the Calamity Mod.
oculus-samples/Unity-CrypticCabinet,"Cryptic Cabinet is a short Mixed Reality (MR) experience for Meta Quest headsets. It will demonstrate the possibilities of MR through gameplay, narrative, and aesthetics. The app adapts to your room (big or small) to create a unique experience for everyone."
androidseb25/iGotify-Notification-Assistent,Docker container for sending Gotify notifications to iOS devices (bridge to gotify websocket)
Lixkote/Startify,Custom start menu for Windows 11 with some extras
MrOkiDoki/BattleBit-Community-Server-API,The server/client for community servers API.
ZHANGTIANYAO1/TS3AudioBot-NetEaseCloudmusic-plugin,"这是一个用C#给TS3AudioBot编写网易云插件,让你的TS可以有一个音乐机器人。如果觉得好的话，还请给个星星支持一下"
Azure/Vector-Search-AI-Assistant,"Microsoft Official Build Modern AI Apps reference solutions and content. Demonstrate how to build Copilot applications that incorporate Hero Azure Services including Azure OpenAI Service, Azure Container Apps (or AKS) and Azure Cosmos DB for NoSQL with Vector Search."
kevingosse/GummyCat,A tool to visualize the activity of the .NET garbage collector.
YOLOP0wn/EchoDrv,Exploitation of echo_driver.sys
sorabug/ChangeTimestamp,一键修改exe、dll的编译时间、创建时间、修改时间和访问时间
Cysharp/Utf8StringInterpolation,Successor of ZString; UTF8 based zero allocation high-peformance String Interpolation and StringBuilder.
ValemVR/VR-Game-Jam-Template,Starter Project using Unity XR Toolkit created for VR Jam 2023
zmrid/iMES-Factory,iMES工厂管家——您的新一代工厂助手。演示地址：https://imes.625sc.com。 一款基于.NetCore3.1和Vue3的MES管理系统。项目亮点：模版打印，Excel模版导出，自定义实体扩展，移动端精美设计，大屏设计等功能。
npolyak/NP.Ava.UniDock,New (Avalonia 11) UniDock repository
Anthogonyst/UnityToGodot,An open source initiative to fully convert Unity projects into Godot projects
csdjk/LcL-Tools-Unity,Unity Tools
ipSlav/DirtyCLR,An App Domain Manager Injection DLL PoC on steroids
schneidermanuel/TwitchLeecher-Dx,Twitch Leecher DX - The Broadcast Downloader
huggingface/sharp-transformers,A Unity plugin for using Transformers models in Unity.
chromealex/ME.BECS,Bursted Entity Component System
Qolors/FeedCord,A dead simple RSS Feed with Discord Webhooks
davidfowl/IdentityEndpointsSample,A sample showing how to setup ASP.NET Core Identity API endpoints for authentication
oculus-samples/Unity-StarterSamples,This repository brings multiple samples that can help you explore features and bring them into your project.
sqrtZeroKnowledge/CVE-2023-23397_EXPLOIT_0DAY,Exploit for the CVE-2023-23397
ph4nt0mbyt3/Darkside,C# AV/EDR Killer using less-known driver (BYOVD)
S3cur3Th1sSh1t/SharpVeeamDecryptor,Decrypt Veeam database passwords
JDDKCN/KCN_ArknightsServer,一个Ark服务端 - GUI一键端。
yurkinh/Plugin.Maui.Calendar, .NET MAUI port of XF calendar plugin
pgvector/pgvector-dotnet,"pgvector support for .NET (C#, F#, and Visual Basic)"
mihakrajnc/UITTimeline,Support for animating UI Toolkit elements with Timeline.
landv/LuYao.Toolkit,LuYao.Toolkit 路遥工具箱
mabangde/SharpGetUserLoginIPRPC,提取域控日志，支持远程提取
BlendLog/MinerSearch,Program designed for search and kill silent miners
abmarnie/godot-architecture-organization-advice,Advice for architecting and organizing Godot projects.
rippod/apate,简洁、快速地对文件进行格式伪装
cpu0x00/SharpReflectivePEInjection,reflectively load and execute PEs locally and remotely bypassing EDR hooks
MaaXYZ/MBA,BA 小助手
sunsvip/PSD2UGUI_X,"Convert psd file to ugui prefab,  text, image, raw image, button, slider, scroll view, dropdown, toggle, textmeshpro..."
sswi/AcrylicView.MAUI,".Net Maui平台实现的亚克力效果视图，支持Windows、Android、iOS\MacOS，AcrylicView, Supported:Windows,Android,iOS,Mac"
zkhssb/NectarRCON,"使用WPF开发的RCON管理器,支持多个服务器的管理,多语言切换"
whateverusername0/VRTRAKILL,ULTRAKILL VR support mod
Lakatrazz/BONELAB-Fusion,A multiplayer mod for BONELAB.
mertdas/SharpIncrease,A Tool that aims to evade av with binary padding
kaze-mio/UnityGenshinPostProcessing,"A genshin-like post processing render feature, based on URP."
shibbo/Fushigi,An editor for Super Mario Bros. Wonder.
Adminxe/FileHunter,钓鱼上线后渗透工具
